,DC_Healthy,DC_Severe,Epithelial_2_Healthy,Epithelial_2_Severe
LRRC29,NaN,NaN,NaN,NaN
LRRC3,NaN,NaN,NaN,NaN
LRRC3-DT,NaN,NaN,NaN,NaN
LRRC30,NaN,NaN,NaN,NaN
LRRC31,NaN,NaN,NaN,NaN
LRRC32,NaN,NaN,NaN,NaN
LRRC34,NaN,NaN,NaN,NaN
LRRC36,NaN,NaN,NaN,NaN
LRRC37A,NaN,NaN,NaN,NaN
LRRC37A2,3.273496645,NaN,NaN,NaN
LRRC37A3,NaN,NaN,NaN,NaN
LRRC37B,3.289480887,3.209185924,NaN,NaN
LRRC38,NaN,NaN,NaN,NaN
LRRC39,NaN,NaN,NaN,NaN
LRRC3B,NaN,NaN,NaN,NaN
LRRC3C,NaN,NaN,NaN,NaN
LRRC4,NaN,NaN,NaN,NaN
LRRC40,3.144514131,4.828048954,NaN,NaN
LRRC41,4.612327851,4.487095895,NaN,4.073004706
LRRC42,4.360138868,NaN,NaN,NaN
LRRC43,NaN,NaN,NaN,NaN
LRRC45,NaN,NaN,NaN,NaN
LRRC46,NaN,NaN,NaN,NaN
LRRC47,4.102701148,NaN,NaN,5.555307493
LRRC49,NaN,NaN,NaN,NaN
LRRC4B,NaN,NaN,NaN,NaN
LRRC4C,NaN,NaN,NaN,NaN
LRRC52,NaN,NaN,NaN,NaN
LRRC53,NaN,NaN,NaN,NaN
LRRC55,NaN,NaN,NaN,NaN
LRRC56,NaN,NaN,NaN,NaN
LRRC57,3.063067188,NaN,NaN,4.073004706
LRRC59,4.864038653,4.446553558,NaN,6.996702856
LRRC6,NaN,NaN,NaN,5.555307493
LRRC61,NaN,NaN,NaN,NaN
LRRC63,NaN,NaN,NaN,NaN
LRRC66,NaN,NaN,NaN,NaN
LRRC69,NaN,NaN,NaN,NaN
LRRC7,3.142846974,NaN,NaN,NaN
LRRC70,NaN,NaN,NaN,NaN
LRRC71,NaN,NaN,NaN,NaN
LRRC72,NaN,NaN,NaN,NaN
LRRC73,NaN,NaN,NaN,NaN
LRRC74A,NaN,NaN,NaN,NaN
LRRC74B,NaN,NaN,NaN,NaN
LRRC75B,NaN,NaN,NaN,NaN
LRRC8A,NaN,NaN,NaN,NaN
LRRC8B,2.900722401,3.023935724,NaN,NaN
LRRC8C,3.790010124,NaN,NaN,NaN
LRRC8C-DT,NaN,NaN,NaN,NaN
LRRC8E,NaN,NaN,NaN,NaN
LRRC9,NaN,NaN,NaN,NaN
LRRCC1,4.986280195,4.814732602,NaN,NaN
LRRD1,NaN,NaN,NaN,NaN
LRRIQ1,NaN,NaN,NaN,NaN
LRRIQ3,NaN,NaN,NaN,NaN
LRRIQ4,NaN,NaN,NaN,NaN
LRRK1,6.07180187,5.347593524,NaN,5.555307493
LRRK2,5.936203263,5.852058308,NaN,NaN
LRRN1,NaN,NaN,NaN,NaN
LRRN2,NaN,NaN,NaN,NaN
LRRN3,NaN,NaN,NaN,NaN
LRRN4,NaN,NaN,NaN,NaN
LRRN4CL,NaN,NaN,NaN,NaN
LRRTM1,NaN,NaN,NaN,NaN
LRRTM2,NaN,NaN,NaN,NaN
LRRTM3,NaN,NaN,NaN,NaN
LRRTM4,NaN,NaN,NaN,NaN
LRSAM1,4.008146271,3.754730842,NaN,NaN
LRTM1,NaN,NaN,NaN,NaN
LRTM2,NaN,NaN,NaN,NaN
LRTOMT,NaN,NaN,NaN,NaN
LRWD1,3.787803323,NaN,NaN,NaN
LSAMP,NaN,NaN,NaN,NaN
LSAMP-AS1,NaN,NaN,NaN,NaN
LSG1,4.262022337,4.502878452,NaN,NaN
LSM1,4.65715978,5.470618118,NaN,5.996702856
LSM10,4.915088642,5.390895261,NaN,6.792820465
LSM11,NaN,NaN,NaN,NaN
LSM14A,5.845255063,6.076654318,NaN,NaN
LSM14B,2.969073289,NaN,NaN,NaN
LSM2,5.746885138,6.582662379,NaN,5.555307493
LSM4,6.439572596,6.16798814,NaN,5.996702856
LSMEM1,NaN,NaN,NaN,NaN
LSMEM2,NaN,NaN,NaN,NaN
LSR,2.947599491,NaN,NaN,5.996702856
LSS,NaN,NaN,NaN,NaN
LST1,6.608779052,6.784697266,NaN,NaN
LTA,NaN,NaN,NaN,NaN
LTB,7.51956614,7.07415539,NaN,NaN
LTB4R2,NaN,NaN,NaN,NaN
LTBP1,NaN,NaN,NaN,6.073004706
LTBP2,NaN,NaN,NaN,NaN
LTC4S,5.322043745,4.396468792,NaN,NaN
LTF,NaN,NaN,NaN,NaN
LTK,NaN,NaN,NaN,NaN
LTV1,4.823655076,5.265924571,NaN,5.555307493
LUADT1,NaN,NaN,NaN,NaN
LUARIS,NaN,NaN,NaN,NaN
LUCAT1,NaN,NaN,NaN,NaN
LUM,NaN,NaN,NaN,8.704920546
LURAP1,NaN,NaN,NaN,NaN
LURAP1L,NaN,NaN,NaN,NaN
LURAP1L-AS1,NaN,NaN,NaN,NaN
LUZP2,NaN,NaN,NaN,NaN
LUZP4,NaN,NaN,NaN,NaN
LUZP6,NaN,NaN,NaN,NaN
LVRN,NaN,NaN,NaN,NaN
LXN,3.842351666,NaN,NaN,NaN
LY6E-DT,NaN,NaN,NaN,NaN
LY6G5B,NaN,NaN,NaN,NaN
LY6G5C,NaN,NaN,NaN,NaN
LY6G6C,NaN,NaN,NaN,NaN
LY6G6D,NaN,NaN,NaN,NaN
LY6G6E,NaN,NaN,NaN,NaN
LY6G6F,NaN,NaN,NaN,NaN
LY6G6F-LY6G6D,NaN,NaN,NaN,NaN
LY6H,NaN,NaN,NaN,NaN
LY6K,NaN,NaN,NaN,NaN
LY6L,NaN,NaN,NaN,NaN
LY75,4.417397079,5.369516925,NaN,NaN
LY75-CD302,NaN,NaN,NaN,NaN
LY86,6.054360867,7.226562073,NaN,NaN
LY86-AS1,NaN,NaN,NaN,NaN
LY9,4.610700497,NaN,NaN,NaN
LY96,5.624297512,5.432769072,NaN,5.996702856
LYAR,3.537051338,4.451395784,NaN,4.073004706
LYG1,NaN,NaN,NaN,NaN
LYG2,NaN,NaN,NaN,NaN
LYL1,4.283275811,5.156032501,NaN,NaN
LYN,5.756869385,6.558794424,NaN,NaN
LYNX1,NaN,NaN,NaN,NaN
LYNX1-SLURP2,NaN,NaN,NaN,NaN
LYPD1,NaN,NaN,NaN,NaN
LYPD2,NaN,NaN,NaN,NaN
LYPD4,NaN,NaN,NaN,NaN
LYPD5,NaN,NaN,NaN,NaN
LYPD6,NaN,NaN,NaN,NaN
LYPD6B,NaN,NaN,NaN,4.073004706
LYPD8,NaN,NaN,NaN,NaN
LYPLA2,4.866291956,4.454676946,NaN,NaN
LYPLAL1,NaN,3.865105029,NaN,4.073004706
LYPLAL1-DT,NaN,NaN,NaN,NaN
LYRM1,2.976029074,4.034255199,NaN,NaN
LYRM4,6.145090263,6.451258207,NaN,NaN
LYRM7,2.829544602,4.288067345,NaN,4.073004706
LYRM9,1.824464241,NaN,NaN,NaN
LYSMD1,NaN,NaN,NaN,NaN
LYSMD2,NaN,NaN,NaN,NaN
LYSMD3,NaN,4.272866331,NaN,NaN
LYSMD4,NaN,NaN,NaN,NaN
LYST-AS1,NaN,NaN,NaN,NaN
LYVE1,NaN,NaN,NaN,NaN
LYZ,13.11877752,12.61597728,NaN,NaN
LYZL1,NaN,NaN,NaN,NaN
LYZL2,NaN,NaN,NaN,NaN
LYZL4,NaN,NaN,NaN,NaN
LYZL6,NaN,NaN,NaN,NaN
LZIC,3.678208847,3.572292854,NaN,4.073004706
LZTFL1,NaN,NaN,NaN,NaN
LZTR1,2.864823538,3.824509769,NaN,NaN
LZTS1,NaN,NaN,NaN,NaN
LZTS1-AS1,NaN,NaN,NaN,NaN
LZTS2,4.153734394,NaN,NaN,NaN
LZTS3,NaN,NaN,NaN,NaN
M1AP,NaN,NaN,NaN,NaN
MAATS1,NaN,NaN,NaN,NaN
MAB21L1,NaN,NaN,NaN,NaN
MAB21L2,NaN,NaN,NaN,NaN
MAB21L3,NaN,NaN,NaN,NaN
MACC1,NaN,NaN,NaN,NaN
MACC1-AS1,NaN,NaN,NaN,NaN
MACO1,5.180112878,4.196682014,NaN,NaN
MACROD1,NaN,NaN,NaN,4.073004706
MACROD2,NaN,NaN,NaN,NaN
MACROD2-AS1,NaN,NaN,NaN,NaN
MAD1L1,4.961741226,4.917795024,NaN,NaN
MAD2L1,NaN,NaN,NaN,NaN
MAD2L1BP,2.515832529,NaN,NaN,NaN
MAD2L2,5.059778703,4.808894381,NaN,5.555307493
MADCAM1,NaN,NaN,NaN,NaN
MADD,2.797566066,NaN,NaN,NaN
MAEL,NaN,NaN,NaN,NaN
MAF1,5.994622504,6.392619608,NaN,NaN
MAFA,NaN,NaN,NaN,NaN
MAFA-AS1,NaN,NaN,NaN,NaN
MAFF,6.252211134,5.594960003,NaN,NaN
MAFG,5.495035411,4.252942616,NaN,NaN
MAFG-DT,NaN,NaN,NaN,NaN
MAFIP,NaN,NaN,NaN,NaN
MAFK,3.676592207,NaN,NaN,NaN
MAFTRR,NaN,NaN,NaN,NaN
MAG,NaN,NaN,NaN,NaN
MAGEA1,NaN,NaN,NaN,NaN
MAGEA10,NaN,NaN,NaN,NaN
MAGEA11,NaN,NaN,NaN,NaN
MAGEA12,NaN,NaN,NaN,NaN
MAGEA2,NaN,NaN,NaN,NaN
MAGEA2B,NaN,NaN,NaN,NaN
MAGEA3,NaN,NaN,NaN,NaN
MAGEA4,NaN,NaN,NaN,NaN
MAGEA4-AS1,NaN,NaN,NaN,NaN
MAGEA6,NaN,NaN,NaN,NaN
MAGEA8,NaN,NaN,NaN,NaN
MAGEA8-AS1,NaN,NaN,NaN,NaN
MAGEA9,NaN,NaN,NaN,NaN
MAGEA9B,NaN,NaN,NaN,NaN
MAGEB1,NaN,NaN,NaN,NaN
MAGEB10,NaN,NaN,NaN,NaN
MAGEB16,NaN,NaN,NaN,NaN
MAGEB17,NaN,NaN,NaN,NaN
MAGEB18,NaN,NaN,NaN,NaN
MAGEB2,NaN,NaN,NaN,NaN
MAGEB3,NaN,NaN,NaN,NaN
MAGEB4,NaN,NaN,NaN,NaN
MAGEB5,NaN,NaN,NaN,NaN
MAGEB6,NaN,NaN,NaN,NaN
MAGEB6B,NaN,NaN,NaN,NaN
MAGEC1,NaN,NaN,NaN,NaN
MAGEC2,NaN,NaN,NaN,NaN
MAGEC3,NaN,NaN,NaN,NaN
MAGED1,2.645361523,3.034539951,NaN,5.996702856
MAGED2,3.903031887,4.755186294,NaN,5.996702856
MAGED4,NaN,NaN,NaN,NaN
MAGED4B,NaN,NaN,NaN,NaN
MAGEE1,NaN,NaN,NaN,NaN
MAGEE2,NaN,NaN,NaN,NaN
MAGEF1,5.812648915,6.335191857,NaN,5.555307493
MAGEH1,3.571028005,2.997021041,NaN,NaN
MAGEL2,NaN,NaN,NaN,NaN
MAGI1-AS1,NaN,NaN,NaN,NaN
MAGI2,NaN,NaN,NaN,NaN
MAGI2-AS1,NaN,NaN,NaN,NaN
MAGI2-AS2,NaN,NaN,NaN,NaN
MAGI3,NaN,NaN,NaN,NaN
MAGIX,NaN,NaN,NaN,NaN
MAGOHB,3.690119029,4.198957334,NaN,5.555307493
MAGT1,5.170014845,3.362258532,NaN,4.073004706
MAIP1,NaN,3.829493577,NaN,NaN
MAJIN,NaN,NaN,NaN,NaN
MAK,NaN,NaN,NaN,NaN
MAK16,4.100298727,3.599189105,NaN,NaN
MAL,NaN,NaN,NaN,NaN
MAL2,NaN,NaN,NaN,NaN
MAL2-AS1,NaN,NaN,NaN,NaN
MALINC1,NaN,NaN,NaN,NaN
MALL,NaN,NaN,NaN,NaN
MALRD1,NaN,NaN,NaN,NaN
MALSU1,4.439409817,4.894590528,NaN,NaN
MAMDC2,NaN,NaN,NaN,NaN
MAMDC2-AS1,NaN,NaN,NaN,NaN
MAMDC4,NaN,NaN,NaN,NaN
MAML1,2.9625255,NaN,NaN,NaN
MAML3,3.713703353,3.822584541,NaN,NaN
MAMLD1,NaN,NaN,NaN,NaN
MAMSTR,NaN,NaN,NaN,NaN
MAN1A1,4.42822983,4.907526553,NaN,5.073004706
MAN1B1,5.033856381,4.336923011,NaN,5.555307493
MAN1B1-DT,4.357074123,3.160906422,NaN,NaN
MAN1C1,NaN,NaN,NaN,NaN
MAN2A1,4.179218738,4.341751742,NaN,6.555307493
MAN2A2,2.602794239,3.822558008,NaN,NaN
MAN2B1,5.201073753,NaN,NaN,NaN
MAN2B2,2.955259078,3.487081308,NaN,NaN
MAN2C1,4.536924995,NaN,NaN,NaN
MANBA,4.243695408,4.550937864,NaN,NaN
MANBAL,NaN,4.160654446,NaN,NaN
MANCR,NaN,NaN,NaN,NaN
MANEA,4.442474363,NaN,NaN,NaN
MANEA-DT,NaN,NaN,NaN,NaN
MANEAL,NaN,NaN,NaN,NaN
MANF,6.008287665,5.872384536,NaN,7.334217577
MANSC1,NaN,NaN,NaN,NaN
MANSC4,NaN,NaN,NaN,NaN
MAOA,NaN,NaN,NaN,NaN
MAOB,NaN,NaN,NaN,NaN
MAP10,NaN,NaN,NaN,NaN
MAP1A,NaN,NaN,NaN,NaN
MAP1B,NaN,NaN,NaN,4.073004706
MAP1LC3A,3.960726387,NaN,NaN,4.073004706
MAP1LC3B2,NaN,NaN,NaN,NaN
MAP1LC3C,NaN,NaN,NaN,NaN
MAP1S,2.530121707,4.743686912,NaN,NaN
MAP2,NaN,NaN,NaN,NaN
MAP2K1,5.112386826,3.947462907,NaN,NaN
MAP2K3,5.922855359,5.417173765,NaN,NaN
MAP2K4,3.65190072,NaN,NaN,NaN
MAP2K5,3.018767897,NaN,NaN,NaN
MAP2K6,5.373078356,5.558309784,NaN,NaN
MAP3K10,NaN,NaN,NaN,NaN
MAP3K11,6.204147858,6.025282823,NaN,5.555307493
MAP3K12,4.521168736,NaN,NaN,NaN
MAP3K14,5.318888843,4.633968535,NaN,NaN
MAP3K14-AS1,NaN,NaN,NaN,NaN
MAP3K15,NaN,NaN,NaN,NaN
MAP3K19,NaN,NaN,NaN,NaN
MAP3K20-AS1,NaN,NaN,NaN,NaN
MAP3K21,2.373340442,NaN,NaN,NaN
MAP3K3,3.35077169,3.43712349,NaN,NaN
MAP3K5,4.449406699,4.408252557,NaN,4.073004706
MAP3K7,3.051531068,NaN,NaN,5.555307493
MAP3K7CL,NaN,NaN,NaN,NaN
MAP3K8,6.990882409,6.705315056,NaN,NaN
MAP3K9,NaN,NaN,NaN,NaN
MAP4K1,4.271712914,5.497403228,NaN,NaN
MAP4K2,4.269772148,NaN,NaN,NaN
MAP4K3,4.504604683,4.484863682,NaN,NaN
MAP4K4,5.909773897,4.34791333,NaN,NaN
MAP6,NaN,NaN,NaN,5.555307493
MAP6D1,NaN,NaN,NaN,NaN
MAP7,NaN,NaN,NaN,NaN
MAP7D1,5.42441199,5.194054241,NaN,NaN
MAP7D2,NaN,NaN,NaN,NaN
MAP7D3,3.723938238,3.367065395,NaN,5.657967207
MAP9,3.410063491,NaN,NaN,NaN
MAPK10,NaN,NaN,NaN,NaN
MAPK11,4.056914228,NaN,NaN,NaN
MAPK12,NaN,NaN,NaN,NaN
MAPK13,NaN,NaN,NaN,NaN
MAPK14,3.617405166,4.301320654,NaN,4.073004706
MAPK15,NaN,NaN,NaN,NaN
MAPK3,3.719303525,NaN,NaN,NaN
MAPK4,NaN,NaN,NaN,NaN
MAPK7,2.600454442,NaN,NaN,NaN
MAPK8IP1,NaN,NaN,NaN,NaN
MAPK8IP2,NaN,NaN,NaN,NaN
MAPK8IP3,3.882160183,NaN,NaN,NaN
MAPK9,5.211455661,4.785858025,NaN,NaN
MAPKAPK2,5.093493922,4.41480054,NaN,4.073004706
MAPKAPK3,3.47707057,5.232241569,NaN,NaN
MAPKAPK5,4.479072242,3.641530691,NaN,NaN
MAPKAPK5-AS1,NaN,3.231436018,NaN,NaN
MAPRE1,4.663874891,5.168480748,NaN,NaN
MAPRE2,3.37771621,4.053802187,NaN,NaN
MAPRE3,3.187220683,NaN,NaN,NaN
MAPT-AS1,NaN,NaN,NaN,NaN
Mar-01,NaN,NaN,NaN,NaN
Mar-02,NaN,NaN,NaN,4.073004706
Mar-01,7.800238566,7.734484513,NaN,NaN
Mar-10,NaN,NaN,NaN,NaN
Mar-11,NaN,NaN,NaN,NaN
Mar-02,4.532283147,4.247358875,NaN,5.555307493
Mar-03,NaN,NaN,NaN,NaN
Mar-04,NaN,NaN,NaN,NaN
Mar-05,2.80561108,3.27437733,NaN,NaN
Mar-08,4.261778865,4.26908171,NaN,NaN
Mar-09,2.812872714,4.38613708,NaN,NaN
MARCKSL1,8.560523598,8.315752943,NaN,NaN
MARCO,NaN,NaN,NaN,NaN
MARCOL,NaN,NaN,NaN,NaN
MARK1,NaN,NaN,NaN,NaN
MARK2,3.669739572,4.573480009,NaN,NaN
MARK4,2.997001261,NaN,NaN,NaN
MARS,3.439062372,3.939225596,NaN,5.996702856
MARS2,NaN,NaN,NaN,4.073004706
MARVELD1,4.031820073,NaN,NaN,NaN
MARVELD2,NaN,NaN,NaN,NaN
MARVELD3,NaN,NaN,NaN,NaN
MAS1,NaN,NaN,NaN,NaN
MAS1L,NaN,NaN,NaN,NaN
MASP1,NaN,NaN,NaN,5.555307493
MASP2,NaN,NaN,NaN,NaN
MAST1,NaN,NaN,NaN,NaN
MAST2,NaN,4.811871738,NaN,4.073004706
MAST3,NaN,NaN,NaN,NaN
MAST4-AS1,NaN,NaN,NaN,NaN
MASTL,NaN,NaN,NaN,NaN
MAT1A,NaN,NaN,NaN,NaN
MAT2B,4.695570786,4.387710487,NaN,NaN
MATK,NaN,NaN,NaN,NaN
MATN1,NaN,NaN,NaN,NaN
MATN1-AS1,NaN,NaN,NaN,4.073004706
MATN3,NaN,NaN,NaN,NaN
MATN4,NaN,NaN,NaN,NaN
MATR3,NaN,NaN,NaN,NaN
MATR3.1,2.445862123,NaN,NaN,NaN
MAU2,3.901909424,NaN,NaN,4.073004706
MB,NaN,NaN,NaN,NaN
MB21D2,NaN,NaN,NaN,NaN
MBD1,1.888384959,3.195439554,NaN,5.555307493
MBD3L1,NaN,NaN,NaN,NaN
MBD3L2,NaN,NaN,NaN,NaN
MBD3L2B,NaN,NaN,NaN,NaN
MBD3L3,NaN,NaN,NaN,NaN
MBD3L4,NaN,NaN,NaN,NaN
MBD3L5,NaN,NaN,NaN,NaN
MBIP,NaN,4.409145021,NaN,NaN
MBL2,NaN,NaN,NaN,NaN
MBLAC1,NaN,NaN,NaN,NaN
MBLAC2,NaN,NaN,NaN,NaN
MBNL1-AS1,NaN,NaN,NaN,NaN
MBNL3,3.675941984,3.705589713,NaN,NaN
MBOAT1,NaN,NaN,NaN,NaN
MBOAT2,2.225803175,4.756396076,NaN,NaN
MBOAT4,NaN,NaN,NaN,NaN
MBOAT7,4.639147185,3.99651146,NaN,NaN
MBTD1,4.368009834,3.674412087,NaN,NaN
MBTPS2,NaN,NaN,NaN,NaN
MC1R,NaN,NaN,NaN,NaN
MC2R,NaN,NaN,NaN,NaN
MC3R,NaN,NaN,NaN,NaN
MC4R,NaN,NaN,NaN,NaN
MC5R,NaN,NaN,NaN,NaN
MCAM,NaN,NaN,NaN,NaN
MCAT,NaN,3.862011058,NaN,NaN
MCCC1,5.49932029,NaN,NaN,4.073004706
MCCC1-AS1,NaN,NaN,NaN,NaN
MCCC2,4.477345989,3.695554606,NaN,NaN
MCCD1,NaN,NaN,NaN,NaN
MCEE,NaN,3.714328836,NaN,NaN
MCEMP1,NaN,NaN,NaN,NaN
MCF2,NaN,NaN,NaN,NaN
MCF2L,NaN,NaN,NaN,NaN
MCF2L-AS1,NaN,NaN,NaN,NaN
MCF2L2,NaN,NaN,NaN,NaN
MCFD2,4.778226342,5.58273853,NaN,5.996702856
MCHR1,NaN,NaN,NaN,NaN
MCHR2,NaN,NaN,NaN,NaN
MCHR2-AS1,NaN,NaN,NaN,NaN
MCIDAS,NaN,NaN,NaN,NaN
MCM10,NaN,NaN,NaN,NaN
MCM2,2.687591962,NaN,NaN,NaN
MCM3,4.224836732,5.034254064,NaN,NaN
MCM3AP,4.263104474,4.527952089,NaN,NaN
MCM3AP-AS1,NaN,NaN,NaN,NaN
MCM5,6.045809603,6.952695704,NaN,NaN
MCM6,3.242386022,NaN,NaN,NaN
MCM8,NaN,NaN,NaN,NaN
MCM8-AS1,NaN,NaN,NaN,NaN
MCM9,3.108794916,NaN,NaN,NaN
MCMBP,3.533085233,3.805577361,NaN,NaN
MCMDC2,NaN,NaN,NaN,NaN
MCOLN1,4.963446672,5.198927384,NaN,NaN
MCOLN2,7.106464364,7.011236744,NaN,NaN
MCOLN3,NaN,NaN,NaN,NaN
MCPH1-AS1,NaN,NaN,NaN,NaN
MCRIP1,4.643391472,5.801468669,NaN,4.073004706
MCRIP2,3.843187922,3.835559781,NaN,NaN
MCRS1,NaN,3.55356081,NaN,5.555307493
MCTP1,3.997191494,3.709703247,NaN,NaN
MCTS1,4.857700858,5.766009678,NaN,NaN
MCU,NaN,NaN,NaN,NaN
MCUB,5.109351144,4.724508723,NaN,NaN
MCUR1,5.807864937,6.41302572,NaN,NaN
MDC1,4.139929934,NaN,NaN,NaN
MDC1-AS1,NaN,NaN,NaN,NaN
MDFI,NaN,NaN,NaN,NaN
MDFIC,5.905725115,5.178281065,NaN,5.555307493
MDFIC2,NaN,NaN,NaN,NaN
MDGA1,NaN,NaN,NaN,4.073004706
MDGA2,NaN,NaN,NaN,NaN
MDH1B,NaN,NaN,NaN,NaN
MDK,NaN,NaN,NaN,5.073004706
MDM1,NaN,NaN,NaN,NaN
MDM2,3.032838424,3.991506787,NaN,NaN
MDP1,3.75567225,NaN,NaN,NaN
MDS2,NaN,NaN,NaN,NaN
ME1,NaN,NaN,NaN,NaN
ME2,3.789724227,5.02360794,NaN,6.555307493
ME3,NaN,NaN,NaN,NaN
MEA1,5.406035985,5.040234185,NaN,4.073004706
MECOM,NaN,NaN,NaN,NaN
MECR,NaN,NaN,NaN,NaN
MED1,4.071945314,3.989546973,NaN,NaN
MED11,4.243128205,4.730861341,NaN,NaN
MED12,NaN,NaN,NaN,NaN
MED12L,NaN,NaN,NaN,NaN
MED14,NaN,NaN,NaN,NaN
MED14OS,3.079560923,NaN,NaN,NaN
MED15,5.091785809,4.527771622,NaN,5.555307493
MED16,2.731772988,3.673770421,NaN,NaN
MED17,2.658796159,NaN,NaN,NaN
MED18,NaN,NaN,NaN,NaN
MED20,NaN,NaN,NaN,NaN
MED22,NaN,NaN,NaN,NaN
MED23,3.018322078,NaN,NaN,NaN
MED24,3.44441089,NaN,NaN,NaN
MED25,5.2446018,3.512911349,NaN,NaN
MED26,NaN,4.05102613,NaN,NaN
MED27,3.251352643,NaN,NaN,NaN
MED29,6.141752143,4.304305816,NaN,NaN
MED30,2.888484389,4.042020184,NaN,NaN
MED31,3.567200704,3.156484208,NaN,4.073004706
MED4-AS1,NaN,NaN,NaN,NaN
MED7,3.832949618,3.806001296,NaN,NaN
MED8,4.183202451,5.748389303,NaN,NaN
MED9,2.87523868,NaN,NaN,NaN
MEDAG,NaN,NaN,NaN,NaN
MEF2B,NaN,NaN,NaN,NaN
MEF2C,5.822448075,5.845827389,NaN,7.976979741
MEF2C-AS1,NaN,NaN,NaN,NaN
MEF2C-AS2,NaN,NaN,NaN,NaN
MEF2D,4.747163077,NaN,NaN,NaN
MEFV,NaN,NaN,NaN,NaN
MEG3,NaN,NaN,NaN,4.073004706
MEG8,NaN,NaN,NaN,5.555307493
MEG9,NaN,NaN,NaN,NaN
MEGF10,NaN,NaN,NaN,4.073004706
MEGF11,NaN,NaN,NaN,NaN
MEGF6,NaN,NaN,NaN,NaN
MEGF8,3.374601148,NaN,NaN,NaN
MEGF9,NaN,NaN,NaN,NaN
MEI1,NaN,NaN,NaN,NaN
MEI4,NaN,NaN,NaN,NaN
MEIG1,NaN,NaN,NaN,NaN
MEIKIN,NaN,NaN,NaN,NaN
MEIOB,NaN,NaN,NaN,NaN
MEIOC,NaN,NaN,NaN,NaN
MEIS1-AS2,NaN,NaN,NaN,NaN
MEIS1-AS3,NaN,NaN,NaN,NaN
MEIS3,NaN,NaN,NaN,NaN
MELK,NaN,NaN,NaN,NaN
MELTF,3.091421976,3.431163065,NaN,NaN
MELTF-AS1,2.904916228,NaN,NaN,NaN
MEMO1,4.240948587,3.156526675,NaN,NaN
MEN1,3.085841004,NaN,NaN,NaN
MEOX1,NaN,NaN,NaN,NaN
MEOX2,NaN,NaN,NaN,NaN
MEP1A,NaN,NaN,NaN,NaN
MEP1B,NaN,NaN,NaN,NaN
MEPCE,NaN,3.433626773,NaN,NaN
MEPE,NaN,NaN,NaN,NaN
MERTK,NaN,NaN,NaN,NaN
MESP1,2.808384618,3.106926126,NaN,NaN
MESP2,NaN,NaN,NaN,NaN
MEST,NaN,NaN,NaN,NaN
MESTIT1,NaN,NaN,NaN,NaN
MET,NaN,NaN,NaN,NaN
METAP1D,NaN,NaN,NaN,NaN
METRN,3.804141487,3.969122899,NaN,NaN
METRNL,7.116609831,7.236374385,NaN,5.555307493
METTL1,NaN,NaN,NaN,NaN
METTL11B,NaN,NaN,NaN,NaN
METTL13,2.82640814,3.260229808,NaN,4.073004706
METTL14,2.783582105,NaN,NaN,4.073004706
METTL15,4.108830325,NaN,NaN,NaN
METTL17,3.79790769,4.470447442,NaN,NaN
METTL18,NaN,NaN,NaN,NaN
METTL21A,3.6218024,4.583831796,NaN,NaN
METTL21C,NaN,NaN,NaN,NaN
METTL22,2.944033239,NaN,NaN,NaN
METTL23,5.139396345,5.037482887,NaN,4.073004706
METTL24,NaN,NaN,NaN,NaN
METTL25,3.025777265,NaN,NaN,NaN
METTL27,NaN,NaN,NaN,NaN
METTL2A,4.050693429,NaN,NaN,NaN
METTL2B,3.364699468,3.748321959,NaN,NaN
METTL3,NaN,NaN,NaN,5.555307493
METTL4,4.609388379,NaN,NaN,5.555307493
METTL6,4.006987519,3.179656022,NaN,NaN
METTL7A,4.865136689,4.011211828,NaN,4.073004706
METTL7B,NaN,NaN,NaN,NaN
MEX3A,NaN,NaN,NaN,NaN
MEX3B,NaN,NaN,NaN,NaN
MEX3C,2.666922974,4.465748863,NaN,NaN
MEX3D,4.197932448,NaN,NaN,NaN
MFAP1,4.667754044,3.771949393,NaN,NaN
MFAP2,NaN,NaN,NaN,NaN
MFAP3,NaN,NaN,NaN,NaN
MFAP3L,NaN,NaN,NaN,NaN
MFAP4,NaN,NaN,NaN,NaN
MFAP5,NaN,NaN,NaN,NaN
MFGE8,3.15464233,NaN,NaN,NaN
MFHAS1,NaN,NaN,NaN,NaN
MFN1,4.825623727,4.024279579,NaN,NaN
MFN2,3.558522823,NaN,NaN,NaN
MFNG,5.304968399,5.151992904,NaN,5.555307493
MFRP,NaN,NaN,NaN,NaN
MFSD1,6.344170225,5.58535065,NaN,NaN
MFSD10,5.564142102,5.670486729,NaN,NaN
MFSD11,3.813641256,4.083788192,NaN,NaN
MFSD12,4.904420973,5.318669091,NaN,5.657967207
MFSD13A,NaN,NaN,NaN,NaN
MFSD14A,NaN,NaN,NaN,NaN
MFSD14B,5.321360397,4.974560737,NaN,NaN
MFSD2B,NaN,NaN,NaN,NaN
MFSD3,3.58813625,NaN,NaN,NaN
MFSD4A,NaN,NaN,NaN,NaN
MFSD4B,3.929523628,NaN,NaN,NaN
MFSD5,NaN,NaN,NaN,NaN
MFSD6,3.33058765,4.456203623,NaN,NaN
MFSD6L,NaN,NaN,NaN,NaN
MFSD8,1.914418697,3.536382683,NaN,NaN
MFSD9,NaN,NaN,NaN,NaN
MGAM,NaN,NaN,NaN,NaN
MGAM2,NaN,NaN,NaN,NaN
MGARP,NaN,NaN,NaN,NaN
